artist,asin,media,review_count,star_rating,title,year
Warbringer,B079PHKJ4J,"Vinyl,MP3 Music,Audio CD",60,4.9,War Without End 2018,2018
The Clash,B0002ABT4O,Audio CD,60,4.9,Clash On Broadway,2004
Oranssi Pazuzu,B09XZ85C2J,"Vinyl,MP3 Music,Audio CD",60,4.9,Varahtelija,2022
AC/DC,B0000CF358,"Vinyl,Audio CD,Audio, Cassette",378,4.8,Let There Be Rock,2003
Tom Petty,B000065AI4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",379,4.8,You're Gonna Get It!,2002
Queen,B000026GNQ,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",377,4.8,The Miracle,1989
Lynch Mob,B00J2GU918,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",377,4.8,Wicked Sensation: Remastered,2014
Insomnium,B00IYSP4WY,"Vinyl,MP3 Music,Audio CD",380,4.8,Shadows of the Dying Sun,2014
My Bloody Valentine,B0BM4ZLZWN,"Audio CD,Audio CD,Vinyl",379,4.8,My Bloody Valentine - Loveless,1991
Meshuggah,B0041B785Y,"Audio CD,Vinyl",378,4.8,Koloss,2012
Amorphis,B010A9C5R6,"Audio CD,MP3 Music,Vinyl",376,4.8,Under the Red Cloud,2015
Johnny Thunders & the Heartbreakers,B00004YTZE,"Audio CD,MP3 Music,Vinyl",375,4.8,Lamf 77 Remixes,2013
.38 Special,B00005K9R7,Audio CD,372,4.8,Anthology,2001
Candlemass,B07922171J,"Audio CD,MP3 Music,Vinyl",375,4.8,Epicus Doomicus Metallicus,2018
Halford,B099BZWYHY,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",375,4.8,Resurrection,2022
Evanescence,B07G21YDGP,"Audio CD,MP3 Music,Vinyl",375,4.8,Synthesis Live[CD/DVD],2018
Whitechapel,B09F1CV4XM,"Audio CD,MP3 Music,Vinyl",372,4.8,Kin,2021
Iron Maiden,B001W63DXC,"Audio CD,Vinyl",374,4.8,Flight 666 - The Original Soundtrack,2009
Jason Becker,B00000106M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",372,4.8,PERPETUAL BURN,2002
Cradle Of Filth,B00WMKSJSQ,"Audio CD,MP3 Music,Vinyl",372,4.8,Hammer of the Witches,2015
Duane Allman,B000001FLK,"Audio CD,MP3 Music,Vinyl",373,4.8,An Anthology,1990
Deftones,B004R2HGIG,Vinyl,372,4.8,Covers,2011
Coheed and Cambria,B000AQ68VE,"Audio CD,MP3 Music,Vinyl",371,4.8,Second Stage Turbine Blade,2005
Ratt,B000002IRE,"Audio CD,Vinyl,Audio, Cassette",370,4.8,Ratt & Roll 8191,1991
W.A.S.P.,B0733GPNND,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",369,4.8,Live In The Raw,2017
Kreator,B007RKPO84,"Audio CD,MP3 Music,Vinyl",370,4.8,Phantom Antichrist,2012
Metallica,B07GW4MK54,"Audio CD,MP3 Music",370,4.8,...And Justice For All Remastered Deluxe,2018
Emigrate,B000SSQ666,"Audio CD,MP3 Music",369,4.8,Emigrate,2007
